:	Dot	-1	-	-	-	-	
Black	Dot	species	sepal_length	sepal_width	petal_length	petal_width	
Darkviolet	Dot	Iris-setosa	-0,098848256	0,822282276	-1,040877289	-1,110850822	
Darkviolet	Dot	Iris-setosa	-0,205519035	-1,947510653	-1,040877289	-1,110850822	
Darkviolet	Dot	Iris-setosa	-0,312189814	0,562614189	-1,092337932	-1,110850822	
Darkviolet	Dot	Iris-setosa	-0,365525204	0,47605816	-0,989416645	-1,110850822	
Darkviolet	Dot	Iris-setosa	-2,552276181	0,908838305	-1,040877289	-1,110850822	
Darkviolet	Dot	Iris-setosa	0,061157914	1,168506392	-0,886495357	-0,859716499	
Darkviolet	Dot	Iris-setosa	-0,365525204	0,735726247	-1,040877289	-0,985283661	
Darkviolet	Dot	Iris-setosa	-2,552276181	0,735726247	-0,989416645	-1,110850822	
Darkviolet	Dot	Iris-setosa	-0,472195983	0,302946102	-1,040877289	-1,110850822	
Darkviolet	Dot	Iris-setosa	-0,205519035	0,47605816	-0,989416645	-1,236417984	
Darkviolet	Dot	Iris-setosa	0,061157914	0,995394334	-0,989416645	-1,110850822	
Darkviolet	Dot	Iris-setosa	-0,258854425	0,735726247	-0,937956001	-1,110850822	
Darkviolet	Dot	Iris-setosa	-0,258854425	-1,947510653	-1,040877289	-1,236417984	
Darkviolet	Dot	Iris-setosa	-0,525531373	-1,947510653	-1,19525922	-1,236417984	
Darkviolet	Dot	Iris-setosa	0,274499472	-1,860954624	-1,143798576	-1,110850822	
Darkviolet	Dot	Iris-setosa	0,221164083	1,601286537	-0,989416645	-0,859716499	
Darkviolet	Dot	Iris-setosa	0,061157914	1,168506392	-1,092337932	-0,859716499	
Darkviolet	Dot	Iris-setosa	-0,098848256	0,822282276	-1,040877289	-0,985283661	
Darkviolet	Dot	Iris-setosa	0,221164083	1,081950363	-0,886495357	-0,985283661	
Darkviolet	Dot	Iris-setosa	-0,098848256	1,081950363	-0,989416645	-0,985283661	
Darkviolet	Dot	Iris-setosa	0,061157914	0,735726247	-0,886495357	-1,110850822	
Darkviolet	Dot	Iris-setosa	-0,098848256	0,995394334	-0,989416645	-0,859716499	
Darkviolet	Dot	Iris-setosa	-0,365525204	0,908838305	-1,709865658	-1,110850822	
Darkviolet	Dot	Iris-setosa	-0,098848256	0,649170218	-0,886495357	-0,734149338	
Darkviolet	Dot	Iris-setosa	-0,258854425	0,735726247	-0,78357407	-1,110850822	
Darkviolet	Dot	Iris-setosa	-2,552276181	-1,947510653	-0,937956001	-1,110850822	
Darkviolet	Dot	Iris-setosa	-2,552276181	0,735726247	-0,937956001	-0,859716499	
Darkviolet	Dot	Iris-setosa	-0,045512866	0,822282276	-0,989416645	-1,110850822	
Darkviolet	Dot	Iris-setosa	-0,045512866	0,735726247	-1,040877289	-1,110850822	
Darkviolet	Dot	Iris-setosa	-0,312189814	0,562614189	-0,937956001	-1,110850822	
Darkviolet	Dot	Iris-setosa	-0,258854425	0,47605816	-0,937956001	-1,110850822	
Darkviolet	Dot	Iris-setosa	0,061157914	0,735726247	-0,989416645	-0,859716499	
Darkviolet	Dot	Iris-setosa	-0,045512866	1,34161845	-0,989416645	-1,236417984	
